user_id,session_id,typing_speed_deviation,pasted_char_ratio,screen_sequence_anomaly,amount_deviation,label
ab398905-d76c-4ef9-af40-fcef1bca44ec,768cd9f1-9cb6-4696-98d3-b7246cea6c47,-0.8862349081327641,0.05,0.6666666666666666,-0.09735709691506167,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,316e630f-5aef-46d4-bf38-f2b933a1382a,-1.0775928175161003,0.05,0.3333333333333333,-0.21572487969736012,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,084a9a73-6c2e-4335-99dc-afc39d803191,-0.7533623294544709,0.05,0.5,-0.1870796242253668,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,ec96933d-daa2-4713-be29-a67d1bcaee4f,-0.82762807847711,0.05,0.16666666666666666,-0.24408594671167577,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,ee1f2a90-f585-4d6a-9f11-aa777b48849e,-0.8929418525789363,0.05,0.3333333333333333,-0.28014803254271314,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,7473d181-af70-4f62-8bf6-7f6ae6b6f840,-0.8193379414451987,0.05,0.3333333333333333,-0.2594563718073943,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,a18a81a0-9167-4cd8-9612-2f4723160bb8,-1.219583078995289,0.05,0.16666666666666666,-0.18827775704827765,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,3d911552-f7c2-41d1-8491-4310d8c697d9,-0.9257216938914739,0.05,0.3333333333333333,-0.16557872298716766,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,9a270a41-ec9c-4ba5-a83b-a606d926a165,-0.510276003353423,0.05,0.5,-0.26817719777576077,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,0e76c064-d403-4b5e-85f6-08770a93f979,-1.1099951437614464,0.05,0.0,-0.23070612716277178,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,f47d658e-2f1f-4b88-b46d-b138a1036741,0.6012402382024176,0.05,0.0,-0.05300998388043791,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,ade7c59a-11b2-4d41-bba1-9ba0d2528763,0.5077014803349797,0.05,0.0,0.06525647665856608,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,f7ca3397-5ebc-4e4f-b191-c8b58db676e1,0.46678981329966973,0.05,0.16666666666666666,0.018893146631613008,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,3ee62127-f512-49d5-9403-71fee449efee,0.5444220691358552,0.05,0.0,0.06581779526295907,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,2ceec789-3ce4-4110-a675-4388ce40d819,0.629113446381913,0.05,0.0,0.011405562553051873,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,c043c083-89ad-4e97-9115-2012677aee66,0.6534619078842345,0.05,0.16666666666666666,0.22020220260644358,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,ad6c69ed-8a2d-4ec1-9eb7-5605a2089e40,0.36861046114893803,0.05,0.0,0.04215622124151054,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,bf9e8e46-93bb-4756-9754-d0069877a023,0.5268365943465696,0.05,0.0,-0.07260041834582354,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,f6a41d28-6493-4590-b933-559bc3efeb2b,0.5341010324538944,0.05,0.0,-0.049076454935101536,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,ab528e0b-18c3-4ac6-91a6-ba840b66b256,0.3250326906036456,0.05,0.0,-0.004561299996044397,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,cfc7ad8a-b383-49ed-912f-e7031195a8f8,0.5690900952815552,0.05,0.0,0.15683447302441905,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,cba64188-0e38-4bd1-b2c2-77feda811415,0.8069208652122777,0.05,0.0,-0.08668806345185487,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,c22040b2-47c3-45df-bf8f-350f463b4b7a,0.7314150723622754,0.05,0.0,0.08178151786766863,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,99f888b5-1004-4cd0-ae50-6b4d1f185244,0.5780744633649215,0.05,0.0,0.02834078550491611,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,73830414-bd65-4062-9612-6561dce32d18,0.5862674696841834,0.05,0.0,-0.038559303807473466,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,a48a612d-1afc-430d-a139-99fcb6fe76ba,0.3824162471506556,0.05,0.0,-0.13940010887526158,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,1e7180f2-ea8d-4799-bce9-7fb5e9700127,0.6332081563348968,0.05,0.0,0.02407217928874985,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,d1e4642e-3e75-43d5-ab2e-362a8e1b0eeb,0.4769087535805481,0.05,0.0,-0.05284973731451328,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,e99d97f0-48bd-43d6-ac67-6c9a70148622,0.45288772740369065,0.05,0.16666666666666666,0.0743291320337154,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,d10e061b-4c57-42a5-836f-f7d9656e84e7,0.7146786633400772,0.05,0.0,0.018611621944965125,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,49bb6005-089a-41b8-9514-c00d00c2e9d6,0.4153595930462295,0.05,0.0,0.028438141630097453,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,b5dd6500-47eb-4878-82d1-dab0b9841215,0.7321094714709719,0.05,0.0,0.06565803955744555,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,ec7e5f01-60c3-40a1-a1b8-c946e4dd9f38,0.362896359498067,0.05,0.0,0.000152408422276447,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,ccd3a0d6-c7db-4b80-be97-8bc064814a0f,0.5769541438788552,0.05,0.3333333333333333,-0.09884639244927597,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,524bf4fe-3778-4bc3-9f6d-2f9162a3db82,3.162702622183196,0.05,0.3333333333333333,6.430159073986701e-05,0
ca1073c2-f1e3-4c50-b192-336e10297e59,ee515eb4-9e40-4761-98d8-ebd861bddb5e,1.5370359033333312,0.05,0.16666666666666666,-0.35478136701992247,0
ca1073c2-f1e3-4c50-b192-336e10297e59,445a2b9b-1555-4d37-8ecd-f5cef8432220,1.6531511007090218,0.05,0.3333333333333333,-0.3016474490642592,0
ca1073c2-f1e3-4c50-b192-336e10297e59,644ce9db-7993-4518-bb23-1627aa102e4a,1.8667381245598795,0.05,0.16666666666666666,-0.41373782176182883,0
ca1073c2-f1e3-4c50-b192-336e10297e59,423fe80d-da43-4a17-a4ab-1a92c39ea27d,1.526403475120377,0.05,0.0,-0.3758607313655382,0
ca1073c2-f1e3-4c50-b192-336e10297e59,d6c919fa-acbd-48ea-8068-670e50f46084,1.4228736965261035,0.05,0.3333333333333333,-0.36291217371042045,0
ca1073c2-f1e3-4c50-b192-336e10297e59,b1690351-2191-4b27-9ff2-341ee2014580,1.4692552004538832,0.05,0.3333333333333333,-0.38767916137314146,0
ca1073c2-f1e3-4c50-b192-336e10297e59,a0047f92-1e9d-4dfe-b33a-10426078a40e,1.6992458898262779,0.05,0.3333333333333333,-0.4060524079574708,0
ca1073c2-f1e3-4c50-b192-336e10297e59,88bef3c2-5fb0-4c2d-8777-63033ff88426,1.3647255283351827,0.05,0.0,-0.3199097391042221,0
ca1073c2-f1e3-4c50-b192-336e10297e59,3401a299-dd9d-437a-b7a2-9bdbf5b7ff27,1.5220322227560912,0.05,0.16666666666666666,-0.3653296786465368,0
ca1073c2-f1e3-4c50-b192-336e10297e59,b0645064-b070-413b-adf9-f3c115f99650,1.508419700367364,0.05,0.0,-0.3473640328244139,0
ca1073c2-f1e3-4c50-b192-336e10297e59,52178245-2d5f-4180-b3cc-1914a35edd57,1.1306735407016095,0.05,0.16666666666666666,-0.3151271730689275,0
ca1073c2-f1e3-4c50-b192-336e10297e59,8481a917-125d-4ddb-91de-a4d27ebacf44,1.4150540957850408,0.05,0.16666666666666666,-0.3351103235271564,0
ca1073c2-f1e3-4c50-b192-336e10297e59,3259d2c6-0093-499d-933a-3efdb9e77b7f,1.605663316593433,0.05,0.3333333333333333,-0.3528759083962127,0
ca1073c2-f1e3-4c50-b192-336e10297e59,e7a90c98-b9d4-432f-80f4-940bc6b20c3d,1.4737574199259589,0.05,0.16666666666666666,-0.3061172182952797,0
ca1073c2-f1e3-4c50-b192-336e10297e59,43b598cb-0f55-47db-b9b1-ff3b97434fc9,1.7676119556895058,0.05,0.16666666666666666,-0.32273736362572447,0
ca1073c2-f1e3-4c50-b192-336e10297e59,9eab781d-d369-4cb1-ac14-660588c06d77,1.6053714784903015,0.05,0.3333333333333333,-0.3695555780359496,0
ca1073c2-f1e3-4c50-b192-336e10297e59,99d8dcd7-c9d3-4745-9fa1-f9878fe82cb5,1.5815483405071307,0.05,0.16666666666666666,-0.3254386331490739,0
ca1073c2-f1e3-4c50-b192-336e10297e59,115f6259-3169-4716-977b-71f55e5ceee8,1.3269855369473174,0.05,0.3333333333333333,-0.39078387148535576,0
ca1073c2-f1e3-4c50-b192-336e10297e59,d8ba68d4-5091-448f-8aa5-0d2b44a14d9a,1.4044342140089823,0.05,0.16666666666666666,-0.34359995209218025,0
ca1073c2-f1e3-4c50-b192-336e10297e59,64f6aca5-3374-4ee6-80d2-6b86e476906e,1.3932373959642952,0.9,0.3333333333333333,-0.3190581345885595,0
ca1073c2-f1e3-4c50-b192-336e10297e59,f172b991-d5a6-4292-ae0b-cec01001c6fc,1.184286197148129,0.05,0.0,-0.32561100459279124,0
ca1073c2-f1e3-4c50-b192-336e10297e59,7422fffb-3ce7-4f5a-b444-65a11c6ff9af,1.55953577427361,0.05,0.3333333333333333,-0.3855113514348031,0
ca1073c2-f1e3-4c50-b192-336e10297e59,045aaf72-d157-459b-b661-b4e7122c76f0,1.0926612103880018,0.05,0.16666666666666666,-0.3478036264145289,0
ca1073c2-f1e3-4c50-b192-336e10297e59,c5ad131d-3154-4fbe-b70d-f9a4b5071408,1.5923475790575647,0.05,0.3333333333333333,-0.3207390494020711,0
ca1073c2-f1e3-4c50-b192-336e10297e59,2b5f6f29-fbb3-4a54-8196-d01f101c1335,1.3683985673146761,0.05,0.3333333333333333,-0.35413595366383155,0
94cf3a26-162d-400b-94f0-881ea0b9a410,82b43c5a-ed05-4cfd-a0f0-b3a5c10c23a8,-0.05992025051213634,0.05,0.0,0.754631318636186,0
94cf3a26-162d-400b-94f0-881ea0b9a410,caed4afc-b1ef-4ee6-88ee-d6f93029e368,0.044773810748048426,0.05,0.0,0.37248919297878924,0
94cf3a26-162d-400b-94f0-881ea0b9a410,84c312c1-1847-403a-99f4-465c78879902,0.18735316278218495,0.05,0.0,0.993944956670003,0
94cf3a26-162d-400b-94f0-881ea0b9a410,1401fba4-1e38-4f63-8058-9e7cc6eae3b1,0.03736617532319997,0.05,0.0,0.7767301194094564,0
94cf3a26-162d-400b-94f0-881ea0b9a410,5da7e03b-7a31-47f2-b85e-0cd32f018105,0.07878977201948967,0.05,0.0,0.8826852439975112,0
94cf3a26-162d-400b-94f0-881ea0b9a410,52cca45b-6168-4a1f-9d09-868a594cceb0,-0.03333710834405634,0.05,0.0,0.5272779650573025,0
94cf3a26-162d-400b-94f0-881ea0b9a410,f3a8b01c-881a-4dd7-ab68-33cf84994f51,-0.06382155664370837,0.05,0.0,5.587967905446309,0
94cf3a26-162d-400b-94f0-881ea0b9a410,28b4374f-8899-4823-835d-68b01b3fbcc5,0.19947165365144848,0.05,0.0,0.8988273756652044,0
94cf3a26-162d-400b-94f0-881ea0b9a410,59ac5f1b-0987-4d59-9d58-f111be230994,0.13492944017217212,0.05,0.0,0.5600890685078873,0
94cf3a26-162d-400b-94f0-881ea0b9a410,b2e0dcbc-22b6-4604-b915-3dcdc15d9987,0.3129718284207721,0.05,0.16666666666666666,0.7714881050242628,0
94cf3a26-162d-400b-94f0-881ea0b9a410,3f1ce394-5fb8-4f19-9d07-45da45fdd5f9,0.1788757194145596,0.05,0.0,1.086506206996128,0
94cf3a26-162d-400b-94f0-881ea0b9a410,801aa187-cd7b-483e-ac95-ccfbb1f0fcef,0.06797089894118269,0.05,0.0,0.9352109843686534,0
94cf3a26-162d-400b-94f0-881ea0b9a410,108e0911-52bd-486d-b98c-d7ace91e756b,-0.04026219334802983,0.05,0.16666666666666666,0.14323999918109845,0
94cf3a26-162d-400b-94f0-881ea0b9a410,eeedd6ee-f52e-47c4-bcf3-ce851f5fd915,0.009134920825272452,0.05,0.0,1.1897097711385884,0
94cf3a26-162d-400b-94f0-881ea0b9a410,f226adc9-db4c-42b6-bf0d-b294ed309b3a,0.08283690931703536,0.05,0.0,0.6000677663955247,0
94cf3a26-162d-400b-94f0-881ea0b9a410,49de0b41-45f8-43fc-9614-d4a66a13aad2,0.06462734581449237,0.05,0.0,0.7395247425598337,0
94cf3a26-162d-400b-94f0-881ea0b9a410,ec6244e8-1a59-42b9-9832-94d54112910c,-0.07990303551526212,0.05,0.0,0.6364367069933532,0
94cf3a26-162d-400b-94f0-881ea0b9a410,57af6ce9-b99c-4c2c-ae80-3c7af967c03a,0.2665833925196601,0.05,0.16666666666666666,0.6278556310118417,0
94cf3a26-162d-400b-94f0-881ea0b9a410,8231d99e-b5bc-4ebd-9133-9c12e0998e1b,-0.12648677091431537,0.05,0.0,0.6333861594762965,0
94cf3a26-162d-400b-94f0-881ea0b9a410,383f4e93-d1a8-4c62-a52e-9f553c4d0725,0.2531673729700721,0.05,0.16666666666666666,0.6851574076883915,0
94cf3a26-162d-400b-94f0-881ea0b9a410,98996e57-c513-40a7-b44f-eb8dcf2fb76f,0.03894773325140477,0.05,0.0,0.5619376156967302,0
94cf3a26-162d-400b-94f0-881ea0b9a410,1b78fed8-057d-437f-afd2-d31729ec792d,0.08258044366924899,0.05,0.16666666666666666,0.6045896095768579,0
94cf3a26-162d-400b-94f0-881ea0b9a410,b31aae73-1614-4244-b076-1c452525537e,0.05070754910096298,0.05,0.0,0.5385325020184175,0
94cf3a26-162d-400b-94f0-881ea0b9a410,7ecce19b-4221-432b-8ad2-2f4924dca8ec,0.04709175731641757,0.05,0.0,0.3040314835557756,0
94cf3a26-162d-400b-94f0-881ea0b9a410,fe73a7d3-0a4d-41b5-ae0b-02803bd61877,-0.032506507688266684,0.05,0.0,1.0090619973912756,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,74964aab-2677-4a3e-a678-9f07bbcb353c,-2.1829801214458926,0.05,0.5,-0.004212141625871938,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,dcb8fad1-7683-455a-b21c-3bdd1358e4fb,-2.1989579299565767,0.05,0.3333333333333333,0.07491956135473378,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,4b3cc2ef-9e34-45a9-b439-821ffc44dd5a,-1.9386381624841382,0.05,0.5,-0.023979622468358122,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,a6fc5c5e-f082-44b8-8d79-07bedc389cda,-2.2673376313654257,0.05,0.5,0.047784724520032025,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,bb170eeb-c43a-495e-bccb-d63450f71452,-2.352405847637371,0.05,0.3333333333333333,0.006388794162938676,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,9a60b351-4a41-4cd2-9742-4b125e794ab0,-1.9877182759640584,0.05,0.6666666666666666,0.03080997488589023,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,923b2441-576d-4e59-9dbb-f35d268f81ca,-2.2650316351613258,0.05,0.3333333333333333,-0.0815446509532427,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,090cdad9-90a0-4399-868c-94bd6efd91cb,-2.2579368255604977,0.05,0.5,0.03008057575291566,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,c36a010c-17e0-4cd7-884d-b5e6a6460121,-2.210866248735689,0.05,0.6666666666666666,-0.06736881177193854,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,0b6f4538-9c4b-46ce-beeb-72724a455402,-2.1522179158662857,0.05,0.5,2.0142131282338847,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,6ffa7a2c-d604-4d88-a4b9-c7b18010043f,-2.3317177389393278,0.05,0.5,0.015321127319667543,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,12dddf46-18ee-403d-a13e-46001032fb31,-2.142677051707224,0.05,0.5,-0.033228939602930004,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,30107169-7dfd-4003-87cf-61d1ce413217,-2.4427171525879743,0.05,0.3333333333333333,-0.09642500447932431,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,c34e06c6-cfe1-4501-b25d-34e77f0a13f6,-1.9442818858745223,0.05,0.3333333333333333,0.009263918946813459,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,b9634492-d743-4e70-be96-c7939e364111,-1.9185869274610412,0.05,0.5,-0.03609376249279397,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,fd3cf7fe-aa4e-4fe4-aa6c-535c110957f2,-1.9989206945830702,0.05,0.6666666666666666,-0.12744501451549928,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,3b21db76-1293-42d0-892f-f757533c2a5c,-1.7770348160065677,0.05,0.5,0.010381105928278612,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,a0fec494-45d5-4135-8d78-20692f6879f8,-1.9214459674504072,0.05,0.5,-0.00477103810346307,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,04f856b6-c6f8-4569-9c0e-cfeec3d9e784,-2.1287924886762664,0.05,0.5,0.07966450931124229,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,d5ee1738-e0d2-455a-9c64-1995fa7887e1,-2.075775861157112,0.05,0.5,-0.008210210054198457,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,bffd806b-1eab-4444-93f8-23f735d795aa,-2.0520543353429335,0.05,0.5,-0.04395639549992239,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,b4be0408-9146-482c-bc0d-20828c9d0e81,-1.9275869867595548,0.05,0.5,-0.1272849840586701,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,3940c6e2-847a-469e-a69b-7a6cd705f804,-2.3821940835278577,0.05,0.5,0.011040299029046678,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,1ce715c2-e2f4-4e35-9e7c-602fab753b9f,-1.9508242762604375,0.05,0.5,-0.1754779837417028,0
5ce9d03d-d82d-4a70-b72b-ca72174c2294,91c408ce-fb4e-4f1b-9f4d-235a211b794b,-2.5176296497268167,0.05,0.5,-0.11331693527090211,0
410dc210-4655-4a23-8c00-0eb7e87397dc,0cca0f70-0953-42e2-bf67-45159fa0f12c,-0.3330740201903932,0.05,0.3333333333333333,-0.058177977916461225,0
410dc210-4655-4a23-8c00-0eb7e87397dc,1834a00f-e2b1-40b2-9d72-84f3afaad213,-0.30934998564638905,0.05,0.3333333333333333,0.003814316498724861,0
410dc210-4655-4a23-8c00-0eb7e87397dc,38045fb5-5147-445d-9b29-6221493bd372,0.20923098250129613,0.05,0.3333333333333333,-0.1521933595573019,0
410dc210-4655-4a23-8c00-0eb7e87397dc,44da5d70-e19d-42fc-940a-3bd1a2a85869,0.03228394093728326,0.05,0.3333333333333333,-0.08192944264557127,0
410dc210-4655-4a23-8c00-0eb7e87397dc,a4e4c5fa-8fdd-43cb-a652-385949a0309d,-0.23126421205545222,0.05,0.3333333333333333,0.02780226169901364,0
410dc210-4655-4a23-8c00-0eb7e87397dc,28e049e4-0f06-487d-87fc-fb8dc6c85122,-0.5869315944424924,0.05,0.3333333333333333,-0.026880177320160584,0
410dc210-4655-4a23-8c00-0eb7e87397dc,5911c452-3066-4c1b-ade8-d7f5b35bd380,-2.3236085602180068,0.05,0.3333333333333333,0.04616472726073371,0
410dc210-4655-4a23-8c00-0eb7e87397dc,72df4605-c435-4349-a53e-e6a6ecdaf3db,-0.39523732870569983,0.05,0.3333333333333333,-0.03244226830852427,0
410dc210-4655-4a23-8c00-0eb7e87397dc,42019167-7146-4a93-aa1f-619203d8e783,-0.38600828677537447,0.05,0.3333333333333333,-0.05073304147570955,0
410dc210-4655-4a23-8c00-0eb7e87397dc,b4bc0e9e-ce2f-4b12-b590-a7576ca66d3e,-0.49983289937144937,0.05,0.5,-0.13181227516478072,0
410dc210-4655-4a23-8c00-0eb7e87397dc,db2c86b9-b273-4174-a827-a6c6b9467383,-0.24179969034153803,0.05,0.5,-0.08032804439956644,0
410dc210-4655-4a23-8c00-0eb7e87397dc,5db6d0ff-9639-44b6-b341-80c0530adab7,-0.42187228849913927,0.05,0.3333333333333333,-0.002761072044169297,0
410dc210-4655-4a23-8c00-0eb7e87397dc,850c5b74-682e-4220-b163-46b2c2bc76fb,0.36882412709308987,0.05,0.16666666666666666,-0.16277627892238775,0
410dc210-4655-4a23-8c00-0eb7e87397dc,253401a7-0578-49ca-87a1-45dc3f10067f,-0.2008004997254389,0.05,0.16666666666666666,-0.13684515267848915,0
410dc210-4655-4a23-8c00-0eb7e87397dc,6a942bba-8545-48fe-b9da-5e019eb61980,-0.6419151883317902,0.05,0.0,-0.14377209515715653,0
410dc210-4655-4a23-8c00-0eb7e87397dc,dab1de12-4bde-4234-8a5e-963d4983cdb4,-0.16285885088303598,0.05,0.5,-0.09490082972826477,0
410dc210-4655-4a23-8c00-0eb7e87397dc,e85ba5a9-920b-49f0-8765-893b851fad39,-0.36824873835619876,0.05,0.3333333333333333,-0.07913605268209345,0
410dc210-4655-4a23-8c00-0eb7e87397dc,3d4b6d84-a208-446a-a8a8-d9d10e78e8e0,0.13233255141295786,0.05,0.5,-0.09879335111861366,0
410dc210-4655-4a23-8c00-0eb7e87397dc,3b356d03-8d61-4492-bb9d-8b48524521ef,0.1838968925790887,0.05,0.3333333333333333,0.05020584766162406,0
410dc210-4655-4a23-8c00-0eb7e87397dc,b352a356-9398-4e0a-873e-8e18dc30d51d,-0.4988588558753966,0.05,0.6666666666666666,-0.051000790469673894,0
410dc210-4655-4a23-8c00-0eb7e87397dc,8136ead0-b7fe-4ad3-a375-22fbd0580bcf,-0.0738579434808515,0.05,0.5,0.06366009502444385,0
410dc210-4655-4a23-8c00-0eb7e87397dc,23efee4c-6cad-427b-9991-e14e2e58d5ee,1.847458318375101,0.05,0.6666666666666666,0.016969928332165745,0
410dc210-4655-4a23-8c00-0eb7e87397dc,13b833b2-e17d-4389-93fc-b4838ef93c7e,-0.462167683366824,0.05,0.3333333333333333,-0.06810676518387976,0
410dc210-4655-4a23-8c00-0eb7e87397dc,572af9a9-97bf-4463-a726-b094c6ad2c56,0.01345210710277378,0.05,0.3333333333333333,-0.17591103331593955,0
410dc210-4655-4a23-8c00-0eb7e87397dc,5104a7c0-b10b-4a2c-978b-6cb23d40a57a,0.08695013253815098,0.05,0.16666666666666666,-0.0708077375654135,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,5eb6ce83-3d8f-4257-9cd1-f41b738c0a11,-0.7739820834202371,0.05,0.3333333333333333,1.018864369912234,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,23e8dea4-bf94-48d6-ac61-c6dbf623ed61,-0.9531779244380649,0.05,0.3333333333333333,-0.12892758576890745,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,994bdf9d-2341-4e4b-9fea-764788ad4aa0,-0.9165131538704787,0.05,0.3333333333333333,-0.21958453497031996,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,0ff9ade7-abf1-4cf9-a021-93ed2c34f1d7,-0.8775884940737235,0.05,0.3333333333333333,-0.19754191411218566,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,5464fc2f-603c-457f-862c-7f2254d555b6,-2.525787420686681,0.05,0.3333333333333333,-0.22165023156619296,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,df24ce66-fb45-411f-86a5-9d7d608deeab,-0.7668434838711367,0.05,0.16666666666666666,-0.12930731195235184,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,fee114bb-2afb-430f-92d1-c3bd398cf58b,-0.6876434687237101,0.05,0.3333333333333333,-0.22770185024366665,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,15dbba77-2213-44d6-9452-27b9f0371a63,-0.8380238451452557,0.05,0.16666666666666666,-0.14611275086023426,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,db91ca0a-360e-4876-a2c6-2a08f6959471,-0.9003629147221166,0.05,0.5,-0.15973849895110437,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,9b809846-03e9-4094-88f1-4ba6d9f51b2b,0.7939033682718364,0.05,0.6666666666666666,-0.20176832579728912,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,8d76337d-4564-459d-8358-c4bf1c6a5a00,-0.7675157576819078,0.05,0.5,-0.18796230143383563,0
0166fa8e-3b92-4f83-aeeb-72475fc323f2,66f60dd2-81ff-489b-86d3-df94be6feb5e,-0.8649904451719146,0.05,0.3333333333333333,-0.1603437747987243,0
