user_id,session_id,amount_deviation,time_of_day_deviation,session_retry_deviation,sim_swap_risk,label
ussd_0080,ussd_s000037,0.0175,0.849,-0.3273,0.0,0
ussd_0073,ussd_s000038,-0.4344,2.1014,-0.6339,0.0,0
ussd_0442,ussd_s000039,-0.9176,0.6325,-0.17,0.0,0
ussd_0381,ussd_s000040,-0.5806,1.2427,-0.1529,0.0,0
ussd_0024,ussd_s000041,-0.4651,2.247,-0.042,0.9298,0
ussd_0362,ussd_s000042,-0.3099,0.5389,-0.3611,0.0,0
ussd_0229,ussd_s000043,3.7996,0.7069,-0.2275,0.582,0
ussd_0088,ussd_s000044,0.6243,2.1564,-0.0345,0.0,0
ussd_0400,ussd_s000045,-0.0848,2.6074,-0.3969,0.0,0
ussd_0241,ussd_s000046,-0.8562,1.1102,-0.4608,0.0,0
ussd_0094,ussd_s000047,-0.2794,0.9751,-0.2243,0.0,0
ussd_0278,ussd_s000048,-0.601,0.3016,0.5333,0.0,0
ussd_0158,ussd_s000049,0.1619,0.4619,-0.162,0.9214,0
ussd_0118,ussd_s000050,1.0534,0.8674,-0.639,0.0,0
ussd_0427,ussd_s000051,0.5701,0.2559,-0.0144,0.8555,0
ussd_0384,ussd_s000052,-0.3203,0.8768,0.6801,0.8505,0
ussd_0049,ussd_s000053,-0.8022,1.4715,-0.1461,0.0,0
ussd_0165,ussd_s000054,0.2932,0.6247,-0.2922,0.0,0
ussd_0276,ussd_s000055,8.7922,2.3474,6.979,0.8277,1
ussd_0392,ussd_s000056,-0.5246,0.9373,0.7247,0.9428,0
ussd_0314,ussd_s000057,0.7403,1.9739,-0.2413,0.9397,0
ussd_0242,ussd_s000058,-0.5798,0.791,-0.3228,0.0,0
ussd_0065,ussd_s000059,1.7493,2.0593,2.0967,0.8128,1
ussd_0283,ussd_s000060,-0.5956,0.4445,-0.4815,0.0953,0
ussd_0214,ussd_s000061,0.297,0.7089,0.3787,0.663,0
ussd_0158,ussd_s000062,3.462,0.9583,-0.162,0.9214,0
ussd_0153,ussd_s000063,-0.252,0.304,-0.2831,0.0,0
ussd_0111,ussd_s000064,-0.6587,0.1218,-0.5595,0.3775,0
ussd_0189,ussd_s000065,1.1204,0.3989,-0.4537,0.0,0
ussd_0022,ussd_s000066,0.8891,1.8145,-0.2967,0.0,0
ussd_0143,ussd_s000067,0.5931,0.3091,-0.6482,0.0,0
ussd_0429,ussd_s000068,-0.3486,0.3736,1.6278,0.0,0
ussd_0405,ussd_s000069,0.1675,0.0282,-0.1595,0.0,0
ussd_0072,ussd_s000070,0.1717,2.8001,-0.0655,0.0,0
ussd_0320,ussd_s000071,-0.1453,1.597,-0.3343,0.0802,0
ussd_0217,ussd_s000072,-0.8159,0.0349,-0.4684,0.0,0
ussd_0382,ussd_s000073,-0.3997,0.9794,-0.4871,0.0,0
ussd_0235,ussd_s000074,-0.0782,1.3651,-0.4061,0.0,0
ussd_0296,ussd_s000075,-0.4761,1.7408,1.576,0.0,0
ussd_0417,ussd_s000076,-0.6024,0.9428,-0.1046,0.0,0
ussd_0096,ussd_s000077,0.0399,2.5286,-0.2509,0.9419,0
ussd_0397,ussd_s000078,-0.172,1.9918,0.7515,0.0,0
ussd_0099,ussd_s000079,-0.5907,0.1306,-0.0273,0.0,0
ussd_0032,ussd_s000080,-0.4846,0.0202,-0.1019,0.0,0
ussd_0274,ussd_s000081,5.6481,0.2787,3.4672,0.0,1
ussd_0024,ussd_s000082,-0.4191,2.0915,-0.042,0.9298,0
ussd_0204,ussd_s000083,-0.4748,0.3779,1.2148,0.0,0
ussd_0310,ussd_s000084,-0.324,0.6401,-0.0456,0.0,0
ussd_0343,ussd_s000085,-0.5588,0.1732,-0.1302,0.0,0
ussd_0331,ussd_s000086,-0.8647,1.5716,-0.2283,0.0,0
ussd_0425,ussd_s000087,0.3431,0.282,-0.4279,0.0,0
ussd_0270,ussd_s000088,-0.7901,0.1483,-0.3367,0.0,0
ussd_0052,ussd_s000089,-0.4476,0.7062,-0.2057,0.5566,0
ussd_0181,ussd_s000090,-0.4288,0.3921,-0.2,0.7457,0
ussd_0321,ussd_s000091,-0.5307,0.3908,-0.019,0.0,0
ussd_0352,ussd_s000092,2.6635,0.0998,2.0607,0.0,1
ussd_0255,ussd_s000093,-0.631,1.1144,1.0087,0.0,0
ussd_0290,ussd_s000094,-0.3342,0.7519,-0.4046,0.0,0
ussd_0374,ussd_s000095,0.0179,1.2902,-0.3138,0.0,0
ussd_0308,ussd_s000096,-0.9134,1.9531,0.5547,0.0,0
ussd_0447,ussd_s000097,-0.5389,0.3299,0.7747,0.0,0
ussd_0397,ussd_s000098,0.2569,0.5143,-0.4162,0.0,0
ussd_0348,ussd_s000099,-0.1422,1.7768,-0.2464,0.0,0
ussd_0090,ussd_s000100,0.0646,0.9251,-0.3926,0.0165,0
ussd_0084,ussd_s000101,0.5668,0.983,-0.443,0.0,0
ussd_0346,ussd_s000102,-0.9346,1.2538,-0.4477,0.0,0
ussd_0378,ussd_s000103,0.4164,0.1137,-0.3986,0.0,0
ussd_0442,ussd_s000104,-0.656,0.4773,-0.17,0.0,0
ussd_0318,ussd_s000105,1.4203,1.0172,-0.2747,0.5436,0
ussd_0013,ussd_s000106,7.2899,0.5932,6.4345,0.7016,1
ussd_0292,ussd_s000107,6.4848,0.7604,-0.3993,0.0,0
ussd_0017,ussd_s000108,-0.3116,1.1384,-0.1648,0.0,0
ussd_0180,ussd_s000109,0.042,0.9283,-0.2644,0.0,0
ussd_0219,ussd_s000110,-0.6121,3.1814,-0.4967,0.0,0
ussd_0146,ussd_s000111,0.1358,0.3124,-0.1106,0.0,0
ussd_0193,ussd_s000112,-0.6201,1.1616,-0.6907,0.0,0
ussd_0331,ussd_s000113,-0.2122,0.534,-0.2283,0.0,0
ussd_0033,ussd_s000114,0.5288,1.4175,-0.1989,0.0,0
ussd_0120,ussd_s000115,-0.6631,0.7334,-0.2178,0.0,0
ussd_0375,ussd_s000116,-0.2934,0.6635,-0.2101,0.5622,0
ussd_0091,ussd_s000117,-0.3958,0.5802,-0.1477,0.0,0
ussd_0337,ussd_s000118,1.3394,0.348,-0.1851,0.5151,0
ussd_0135,ussd_s000119,-0.6449,0.4683,-0.1157,0.0,0
ussd_0389,ussd_s000120,-0.2705,1.649,2.2283,0.7365,0
ussd_0413,ussd_s000121,11.8987,0.1617,3.7085,0.1418,1
ussd_0092,ussd_s000122,-0.6009,0.9738,-0.18,0.0,0
ussd_0124,ussd_s000123,1.513,1.2052,-0.443,0.0,0
ussd_0168,ussd_s000124,-0.1659,0.7662,-0.6184,0.1778,0
ussd_0311,ussd_s000125,6.068,2.0867,4.9294,0.0,1
ussd_0267,ussd_s000126,-0.0159,0.4493,-0.3244,0.8579,0
ussd_0430,ussd_s000127,-0.4403,0.654,-0.4448,0.2721,0
ussd_0165,ussd_s000128,-0.1289,1.4744,-0.2922,0.0,0
ussd_0127,ussd_s000129,-0.2531,1.3032,-0.294,0.0,0
ussd_0432,ussd_s000130,-0.112,2.921,-0.2825,0.0,0
ussd_0117,ussd_s000131,3.5012,0.1978,-0.1106,0.0,0
ussd_0398,ussd_s000132,-0.7456,0.1991,-0.3386,0.0,0
ussd_0325,ussd_s000133,-0.8313,1.0812,-0.1796,0.0,0
ussd_0306,ussd_s000134,-0.7766,0.2965,-0.029,0.6558,0
ussd_0157,ussd_s000135,-0.5477,0.7054,-0.1299,0.0,0
ussd_0174,ussd_s000136,-0.6106,1.1125,-0.0646,0.8039,0
ussd_0339,ussd_s000137,-0.567,0.4183,-0.0323,0.4612,0
ussd_0140,ussd_s000138,-0.8938,0.9132,1.5535,0.0,0
ussd_0131,ussd_s000139,-0.4616,0.5829,1.7707,0.0,0
ussd_0303,ussd_s000140,0.2416,0.8136,-0.1899,0.8018,0
ussd_0382,ussd_s000141,8.9123,2.1719,5.6677,0.9374,1
ussd_0178,ussd_s000142,-0.5464,1.781,0.8055,0.0,0
ussd_0219,ussd_s000143,-0.3162,0.5549,-0.4967,0.0,0
ussd_0408,ussd_s000144,10.6135,0.4338,-0.5987,0.0,1
ussd_0167,ussd_s000145,-0.7375,1.0631,-0.618,0.0,0
ussd_0032,ussd_s000146,-0.3381,1.1688,-0.1019,0.0,0
ussd_0082,ussd_s000147,3.2802,0.132,-0.4217,0.0,0
ussd_0142,ussd_s000148,-0.8244,0.4874,-0.4466,0.0,0
ussd_0066,ussd_s000149,1.4669,0.1103,-0.5095,0.515,0
ussd_0135,ussd_s000150,-0.9405,1.4583,-0.1157,0.0,0
ussd_0306,ussd_s000151,-0.5821,1.3788,-0.029,0.6558,0
ussd_0444,ussd_s000152,0.3776,0.3113,-0.356,0.0,0
ussd_0231,ussd_s000153,-0.2753,0.5143,0.7063,0.0,0
ussd_0347,ussd_s000154,-0.5485,1.2389,-0.3832,0.0,0
ussd_0316,ussd_s000155,0.0937,1.5074,-0.0791,0.0,0
ussd_0446,ussd_s000156,-0.7279,1.2208,-0.164,0.0,0
ussd_0306,ussd_s000157,-0.5698,0.5086,-0.029,0.6558,0
ussd_0140,ussd_s000158,0.8195,0.261,-0.1488,0.0,0
ussd_0152,ussd_s000159,-0.0633,0.6062,0.3175,0.0,0
ussd_0154,ussd_s000160,-0.7383,0.3049,1.2543,0.0,0
ussd_0301,ussd_s000161,-0.9303,0.7569,-0.2198,0.9322,0
ussd_0389,ussd_s000162,-0.4165,0.3573,0.937,0.7365,0
ussd_0167,ussd_s000163,0.7876,0.3212,-0.618,0.0,0
ussd_0088,ussd_s000164,-0.2834,0.371,-0.0345,0.0,0
ussd_0207,ussd_s000165,-0.6261,0.24,-0.1689,0.2923,0
ussd_0313,ussd_s000166,-0.8441,1.2232,-0.0473,0.0,0
ussd_0149,ussd_s000167,-0.5815,0.5909,-0.2069,0.0,0
ussd_0013,ussd_s000168,0.9467,0.5418,-0.3241,0.0,0
ussd_0306,ussd_s000169,-0.4391,1.5453,-0.029,0.6558,0
ussd_0378,ussd_s000170,-0.6008,0.5507,-0.3986,0.0,0
ussd_0161,ussd_s000171,-0.6609,1.4371,-0.2694,0.0,0
ussd_0353,ussd_s000172,-0.0505,1.1753,-0.5978,0.0,0
ussd_0435,ussd_s000173,-0.4028,0.7649,-0.2939,0.679,0
ussd_0152,ussd_s000174,-0.2426,0.1498,-0.5608,0.0,0
ussd_0093,ussd_s000175,-0.8175,0.7032,-0.1136,0.7111,0
ussd_0294,ussd_s000176,0.0903,1.2649,1.5584,0.0,0
ussd_0143,ussd_s000177,-0.8577,1.0964,-0.6482,0.0,0
ussd_0218,ussd_s000178,-0.5427,1.338,-0.0704,0.6736,0
ussd_0098,ussd_s000179,-0.8406,0.253,-0.1481,0.0,0
ussd_0336,ussd_s000180,-0.3341,0.5078,-0.4944,0.0,0
ussd_0213,ussd_s000181,2.0273,0.4564,-0.4046,0.0,0
ussd_0080,ussd_s000182,-0.712,1.4598,-0.3273,0.0,0
ussd_0392,ussd_s000183,-0.6678,0.0007,1.8744,0.9428,0
ussd_0193,ussd_s000184,3.6187,1.0412,3.639,0.0,1
ussd_0101,ussd_s000185,0.583,0.0288,-0.3326,0.0,0
ussd_0165,ussd_s000186,0.6343,0.0299,-0.2922,0.0,0
ussd_0227,ussd_s000187,-0.1817,0.5081,-0.0417,0.0,0
ussd_0078,ussd_s000188,0.3521,0.0533,-0.6109,0.0,0
ussd_0407,ussd_s000189,-0.8917,1.5738,-0.6884,0.0,0
ussd_0140,ussd_s000190,-0.6694,0.8854,-0.1488,0.0,0
ussd_0124,ussd_s000191,-0.0915,0.8641,0.671,0.0,0
ussd_0348,ussd_s000192,-0.8453,1.0107,-0.2464,0.0,0
ussd_0389,ussd_s000193,0.5315,0.7483,0.937,0.7365,0
ussd_0120,ussd_s000194,-0.1088,2.7189,-0.2178,0.0,0
ussd_0226,ussd_s000195,0.1834,0.6892,-0.425,0.0,0
ussd_0201,ussd_s000196,0.808,0.2084,0.9333,0.0,0
ussd_0096,ussd_s000197,-0.5276,0.078,-0.2509,0.9419,0
ussd_0193,ussd_s000198,0.2078,0.1444,-0.0722,0.0,0
ussd_0074,ussd_s000199,0.1999,1.0888,0.1464,0.0,0
ussd_0307,ussd_s000200,-0.6568,0.1678,0.1645,0.0,0
ussd_0128,ussd_s000201,-0.4881,0.0544,-0.0275,0.0,0
ussd_0385,ussd_s000202,0.1958,1.2672,-0.2846,0.772,0
ussd_0256,ussd_s000203,-0.8314,0.0047,-0.2859,0.5648,0
ussd_0352,ussd_s000204,2.8479,0.2851,-0.6599,0.0,0
ussd_0099,ussd_s000205,1.1249,0.0281,-0.0273,0.0,0
ussd_0290,ussd_s000206,-0.0651,0.1944,1.9772,0.0,0
ussd_0164,ussd_s000207,0.1784,0.7164,-0.4743,0.0,0
ussd_0001,ussd_s000208,-0.7208,0.6922,-0.2033,0.0,0
ussd_0007,ussd_s000209,1.0342,0.1135,-0.4364,0.0,0
ussd_0117,ussd_s000210,0.2867,0.0236,-0.1106,0.0,0
ussd_0182,ussd_s000211,-0.6958,0.4821,1.6745,0.9517,0
ussd_0061,ussd_s000212,5.903,2.6986,0.4344,0.8677,1
ussd_0133,ussd_s000213,-0.7284,0.6521,-0.3497,0.531,0
ussd_0384,ussd_s000214,-0.1069,0.733,-0.44,0.8505,0
ussd_0441,ussd_s000215,-0.7328,0.4235,-0.3002,0.0,0
ussd_0427,ussd_s000216,-0.4966,1.3735,-0.0144,0.8555,0
ussd_0295,ussd_s000217,-0.3925,0.1757,-0.1366,0.0,0
ussd_0112,ussd_s000218,-0.1133,0.706,0.5978,0.7593,0
ussd_0023,ussd_s000219,-0.0023,0.7864,0.7422,0.0,0
ussd_0299,ussd_s000220,-0.2437,1.2589,-0.2227,0.0,0
ussd_0014,ussd_s000221,-0.6595,0.3305,-0.3953,0.0,0
ussd_0265,ussd_s000222,-0.2463,1.0508,-0.2231,0.0,0
ussd_0395,ussd_s000223,-0.5674,0.8802,-0.4302,0.0,0
ussd_0193,ussd_s000224,-0.0413,0.9537,-0.0722,0.0,0
ussd_0114,ussd_s000225,0.7988,1.067,-0.1616,0.6154,0
ussd_0254,ussd_s000226,0.3405,0.5288,-0.0603,0.0,0
ussd_0368,ussd_s000227,0.8732,0.2638,-0.0781,0.0,0
ussd_0446,ussd_s000228,-0.4572,0.9535,-0.164,0.0,0
ussd_0098,ussd_s000229,-0.2854,0.0307,-0.1481,0.0,0
ussd_0169,ussd_s000230,-0.2493,1.5446,-0.702,0.0,0
ussd_0355,ussd_s000231,-0.8649,0.1637,-0.4131,0.0,0
ussd_0200,ussd_s000232,1.514,0.7773,1.1978,0.9146,0
ussd_0245,ussd_s000233,-0.5889,0.4315,-0.2456,0.0,0
ussd_0134,ussd_s000234,-0.439,1.9622,1.1078,0.0,0
ussd_0182,ussd_s000235,0.1953,0.0545,0.1462,0.9517,0
ussd_0334,ussd_s000236,3.3344,2.3967,1.8849,0.6973,1
ussd_0129,ussd_s000237,0.2644,0.5988,-0.4407,0.9109,0
ussd_0030,ussd_s000238,0.7751,1.3224,2.7487,0.0,0
ussd_0299,ussd_s000239,-0.2868,0.1775,-0.2227,0.0,0
ussd_0044,ussd_s000240,-0.5234,0.3106,0.8015,0.8935,0
ussd_0277,ussd_s000241,-0.1624,0.7064,-0.6207,0.9062,0
ussd_0137,ussd_s000242,0.2465,0.6255,0.9235,0.0,0
ussd_0257,ussd_s000243,-0.3346,0.0704,-0.0849,0.0,0
ussd_0028,ussd_s000244,-0.0942,1.2209,-0.5506,0.0,0
ussd_0255,ussd_s000245,2.6512,0.5815,-0.3304,0.0,0
ussd_0339,ussd_s000246,-0.6315,1.1815,-0.0323,0.4612,0
ussd_0366,ussd_s000247,-0.7117,0.5366,-0.2035,0.0,0
ussd_0255,ussd_s000248,-0.7345,0.4789,1.0087,0.0,0
ussd_0121,ussd_s000249,-0.4738,0.5953,0.1845,0.3602,0
ussd_0212,ussd_s000250,-0.7897,0.244,-0.0421,0.0,0
ussd_0338,ussd_s000251,8.7887,1.1726,8.6507,0.0,1
ussd_0424,ussd_s000252,-0.0912,1.019,-0.3623,0.1979,0
ussd_0393,ussd_s000253,-0.5604,1.5324,-0.5382,0.0,0
ussd_0157,ussd_s000254,-0.4835,1.8035,-0.1299,0.0,0
ussd_0187,ussd_s000255,-0.911,0.0381,-0.1047,0.822,0
ussd_0306,ussd_s000256,7.229,1.2106,3.8549,0.7173,1
ussd_0354,ussd_s000257,2.046,0.9785,0.8583,0.0,0
ussd_0002,ussd_s000258,-0.3936,1.3592,-0.064,0.7461,0
ussd_0374,ussd_s000259,0.235,2.0907,-0.3138,0.0,0
ussd_0211,ussd_s000260,-0.5516,1.3475,0.7656,0.0,0
ussd_0434,ussd_s000261,-0.3793,1.0377,-0.2715,0.0,0
ussd_0315,ussd_s000262,-0.6288,1.4351,-0.1627,0.0,0
ussd_0083,ussd_s000263,3.1253,0.1032,2.1969,0.0,0
ussd_0023,ussd_s000264,-0.668,1.2823,0.7422,0.0,0
ussd_0131,ussd_s000265,0.8045,1.953,-0.0764,0.0,0
ussd_0218,ussd_s000266,0.0229,1.5959,-0.0704,0.6736,0
ussd_0014,ussd_s000267,-0.7581,0.9378,-0.3953,0.0,0
ussd_0106,ussd_s000268,-0.381,1.7128,-0.4215,0.783,0
ussd_0396,ussd_s000269,1.4987,0.4155,-0.2678,0.0,0
ussd_0336,ussd_s000270,-0.1603,0.0787,-0.4944,0.0,0
ussd_0149,ussd_s000271,-0.3729,2.0887,-0.2069,0.0,0
ussd_0100,ussd_s000272,1.6755,0.3789,-0.2924,0.0,0
ussd_0143,ussd_s000273,-0.3986,1.1806,1.4626,0.0,0
ussd_0234,ussd_s000274,0.3176,2.3018,-0.2617,0.0,0
ussd_0419,ussd_s000275,-0.7022,0.1067,0.8749,0.0,0
ussd_0251,ussd_s000276,-0.3699,0.3429,-0.0513,0.0,0
ussd_0251,ussd_s000277,1.2181,0.1625,-0.6838,0.0,0
ussd_0413,ussd_s000278,-0.0963,0.6224,0.5695,0.1418,0
ussd_0362,ussd_s000279,0.1483,0.0872,-0.3611,0.0,0
ussd_0225,ussd_s000280,-0.7637,0.5925,-0.0297,0.0,0
ussd_0092,ussd_s000281,-0.4132,1.6409,1.4599,0.0,0
ussd_0050,ussd_s000282,0.0937,0.5603,0.0871,0.0,0
ussd_0177,ussd_s000283,-0.134,0.6411,1.653,0.0,0
ussd_0061,ussd_s000284,-0.6854,0.1269,0.4344,0.8677,0
ussd_0136,ussd_s000285,-0.7946,0.4755,-0.6764,0.2943,0
ussd_0061,ussd_s000286,3.8969,0.3605,1.3906,0.8677,0
ussd_0115,ussd_s000287,4.7922,0.8483,0.6591,0.5235,0
ussd_0437,ussd_s000288,-0.0876,1.1482,1.7312,0.0,0
ussd_0388,ussd_s000289,1.9116,0.193,-0.1792,0.8787,0
ussd_0007,ussd_s000290,-0.6744,1.3806,0.6908,0.0,0
ussd_0306,ussd_s000291,-0.4016,0.2228,-0.029,0.6558,0
ussd_0363,ussd_s000292,0.3602,1.4604,-0.0892,0.9519,0
ussd_0325,ussd_s000293,-0.624,0.4342,1.4612,0.0,0
ussd_0148,ussd_s000294,-0.884,0.5946,-0.509,0.0,0
ussd_0172,ussd_s000295,1.4472,0.0525,0.9624,0.9157,0
ussd_0286,ussd_s000296,-0.3199,2.6769,-0.4126,0.0,0
ussd_0326,ussd_s000297,-0.4352,1.4337,-0.0673,0.0957,0
ussd_0072,ussd_s000298,0.0899,0.8539,-0.0655,0.0,0
ussd_0410,ussd_s000299,-0.9067,0.2856,-0.6808,0.0,0
ussd_0135,ussd_s000300,0.0551,1.6048,-0.1157,0.0,0
ussd_0362,ussd_s000301,0.9868,0.636,-0.3611,0.0,0
ussd_0197,ussd_s000302,0.1195,1.7893,0.8574,0.0,0
ussd_0373,ussd_s000303,-0.726,0.4717,-0.4251,0.0,0
ussd_0062,ussd_s000304,-0.8484,0.7107,1.0066,0.0,0
ussd_0238,ussd_s000305,-0.3151,0.4268,-0.1474,0.0,0
ussd_0393,ussd_s000306,-0.3814,0.858,-0.5382,0.0,0
ussd_0278,ussd_s000307,-0.1174,0.377,-0.4889,0.0,0
ussd_0361,ussd_s000308,-0.83,0.4449,1.6433,0.0474,0
ussd_0080,ussd_s000309,-0.541,1.4029,-0.3273,0.0,0
ussd_0017,ussd_s000310,-0.1016,0.2589,-0.1648,0.0,0
ussd_0081,ussd_s000311,0.0131,1.5201,1.2721,0.0,0
ussd_0232,ussd_s000312,0.4301,1.8322,0.4486,0.0,0
ussd_0049,ussd_s000313,-0.5379,1.1241,-0.7154,0.0,0
ussd_0404,ussd_s000314,-0.2816,0.3279,-0.5198,0.5724,0
ussd_0131,ussd_s000315,0.8485,0.0965,-0.0764,0.0,0
ussd_0212,ussd_s000316,-0.4346,0.3402,-0.0421,0.0,0
ussd_0078,ussd_s000317,0.7057,0.3656,0.1674,0.0,0
ussd_0228,ussd_s000318,-0.5056,1.6419,0.4009,0.0,0
ussd_0244,ussd_s000319,-0.8083,0.1661,0.0703,0.68,0
ussd_0371,ussd_s000320,-0.2419,0.3733,-0.269,0.0,0
ussd_0266,ussd_s000321,0.4845,1.3786,-0.5966,0.6032,0
ussd_0439,ussd_s000322,-0.8361,0.387,-0.3837,0.5928,0
ussd_0410,ussd_s000323,0.5909,1.6016,0.5959,0.0,0
ussd_0085,ussd_s000324,0.1881,1.8171,1.1443,0.0,0
ussd_0321,ussd_s000325,-0.5547,0.249,-0.019,0.0,0
ussd_0129,ussd_s000326,-0.4457,1.2741,-0.4407,0.9109,0
ussd_0345,ussd_s000327,-0.6425,0.7492,-0.2127,0.0,0
ussd_0324,ussd_s000328,-0.5,0.0734,-0.2742,0.0,0
ussd_0185,ussd_s000329,-0.6987,1.539,-0.3021,0.0,0
ussd_0397,ussd_s000330,-0.6167,1.7838,1.9192,0.0,0
ussd_0296,ussd_s000331,1.374,0.8289,-0.4848,0.0,0
ussd_0183,ussd_s000332,-0.0771,0.4506,-0.239,0.0,0
ussd_0413,ussd_s000333,-0.8657,1.3627,0.5695,0.1418,0
ussd_0091,ussd_s000334,-0.175,2.3055,-0.1477,0.0,0
ussd_0286,ussd_s000335,-0.7968,1.8488,0.7622,0.0,0
ussd_0128,ussd_s000336,-0.5684,0.6629,-0.0275,0.0,0
ussd_0032,ussd_s000337,0.4737,2.2961,-0.1019,0.0,0
ussd_0442,ussd_s000338,1.5591,0.2042,-0.17,0.0,0
ussd_0358,ussd_s000339,1.4558,1.8244,-0.1161,0.0,0
ussd_0111,ussd_s000340,4.9346,0.0781,0.3215,0.3775,0
ussd_0071,ussd_s000341,-0.9232,0.2344,1.3693,0.0,0
ussd_0097,ussd_s000342,1.0561,0.2051,0.5116,0.7079,0
ussd_0387,ussd_s000343,-0.6524,0.7809,-0.3918,0.0,0
ussd_0312,ussd_s000344,-0.7076,1.0459,-0.1891,0.0,0
ussd_0189,ussd_s000345,-0.3083,0.3341,0.6389,0.0,0
ussd_0287,ussd_s000346,-0.508,0.4547,0.8481,0.0,0
ussd_0016,ussd_s000347,-0.8414,0.6095,1.5947,0.0,0
ussd_0326,ussd_s000348,-0.249,1.1882,-0.0673,0.0957,0
ussd_0155,ussd_s000349,0.1489,0.4064,-0.507,0.0,0
ussd_0258,ussd_s000350,-0.9462,0.1383,-0.0176,0.0,0
ussd_0094,ussd_s000351,0.9204,1.0213,-0.2243,0.0,0
ussd_0387,ussd_s000352,-0.6648,1.0039,-0.3918,0.0,0
ussd_0241,ussd_s000353,-0.6592,0.5248,-0.4608,0.0,0
ussd_0291,ussd_s000354,2.0751,1.0408,-0.5623,0.0,0
ussd_0237,ussd_s000355,-0.4599,0.9746,-0.3433,0.0,0
ussd_0368,ussd_s000356,-0.615,0.4022,-0.0781,0.0,0
ussd_0137,ussd_s000357,-0.8537,0.3644,2.2058,0.0,0
ussd_0292,ussd_s000358,-0.7579,0.6188,-0.3993,0.0,0
ussd_0260,ussd_s000359,0.041,0.4968,-0.4123,0.1622,0
ussd_0344,ussd_s000360,-0.5899,0.4852,-0.1112,0.0,0
ussd_0358,ussd_s000361,-0.0975,1.0801,1.6517,0.0,0
ussd_0303,ussd_s000362,-0.0931,2.1193,-0.1899,0.8018,0
ussd_0278,ussd_s000363,-0.5983,2.1256,1.5556,0.0,0
ussd_0176,ussd_s000364,-0.5832,0.2001,-0.0892,0.0,0
ussd_0369,ussd_s000365,-0.3588,0.0659,-0.013,0.5925,0
ussd_0266,ussd_s000366,-0.6272,0.0101,0.2103,0.6032,0
ussd_0259,ussd_s000367,0.5151,0.2837,-0.2506,0.0,0
ussd_0304,ussd_s000368,-0.6635,0.1386,-0.2978,0.0,0
ussd_0398,ussd_s000369,9.3599,0.7508,0.9843,0.0,0
ussd_0327,ussd_s000370,-0.8339,0.8896,-0.4941,0.0,0
ussd_0109,ussd_s000371,-0.7486,0.2,-0.4794,0.9921,0
ussd_0165,ussd_s000372,-0.1976,0.5107,-0.2922,0.0,0
