user_id,session_id,typing_speed_deviation,pasted_char_ratio,first_action_deviation,amount_deviation,label
app_0388,app_s000131,-0.8653,0.0287,0.0,-0.1271,0
app_0376,app_s000132,-0.0456,0.0312,0.0,-0.082,0
app_0023,app_s000133,-0.4336,0.1635,0.0,0.1393,0
app_0169,app_s000134,0.359,0.5238,0.0,-0.2107,0
app_0321,app_s000135,0.4694,0.0008,0.0,-0.2925,0
app_0314,app_s000136,1.2663,0.3488,0.0,-0.1021,0
app_0119,app_s000137,1.4102,0.324,1.0,0.0453,0
app_0177,app_s000138,1.2379,0.047,0.0,0.8187,0
app_0310,app_s000139,1.179,0.0487,0.0,-0.4472,0
app_0175,app_s000140,-0.603,0.0914,0.0,0.2167,0
app_0352,app_s000141,-0.6846,0.7645,0.0,0.7245,0
app_0162,app_s000142,-0.0424,0.1367,0.0,0.4345,0
app_0223,app_s000143,1.2074,0.0894,0.0,-0.0332,0
app_0011,app_s000144,-0.9568,0.0837,1.0,-0.177,0
app_0360,app_s000145,-1.8978,0.457,0.0,-0.4231,0
app_0232,app_s000146,-1.0083,0.0227,0.0,-0.2384,0
app_0071,app_s000147,-0.0199,0.0102,0.0,-0.0896,0
app_0359,app_s000148,0.5087,0.0666,0.0,0.2783,0
app_0213,app_s000149,0.1412,0.0062,0.0,-0.4446,0
app_0048,app_s000150,-0.3657,0.6097,0.0,-0.4155,0
app_0275,app_s000151,0.8354,0.4727,0.0,-0.1726,0
app_0134,app_s000152,-0.0748,0.0267,0.0,-0.2243,0
app_0214,app_s000153,0.1757,0.0222,0.0,-0.3539,0
app_0260,app_s000154,1.8413,0.2306,0.0,-0.3685,0
app_0237,app_s000155,-0.9444,0.8574,0.0,-0.4127,0
app_0124,app_s000156,1.0461,0.0091,0.0,-0.3577,0
app_0214,app_s000157,1.079,0.1534,0.0,0.1659,0
app_0395,app_s000158,-0.5335,0.0626,0.0,1.5382,0
app_0387,app_s000159,0.9677,0.5301,0.0,-0.0518,0
app_0085,app_s000160,-1.0109,0.0083,0.0,-0.1376,0
app_0033,app_s000161,-0.5767,0.7886,0.0,0.3885,0
app_0089,app_s000162,0.5603,0.006,0.0,0.2533,0
app_0379,app_s000163,-0.8555,0.0786,0.0,-0.4494,0
app_0396,app_s000164,-0.4205,0.0,0.0,0.0931,0
app_0139,app_s000165,0.2989,0.3459,0.0,2.0392,0
app_0290,app_s000166,-0.9152,0.5633,0.0,-0.0527,0
app_0138,app_s000167,0.0754,0.1469,0.0,-0.3953,0
app_0275,app_s000168,-0.6208,0.4443,0.0,-0.1954,0
app_0125,app_s000169,0.1262,0.2757,0.0,10.3972,0
app_0154,app_s000170,0.5101,0.0516,0.0,-0.3968,0
app_0320,app_s000171,0.117,0.4047,0.0,-0.1713,0
app_0056,app_s000172,1.1408,0.5237,1.0,-0.3472,0
app_0088,app_s000173,-0.094,0.0605,1.0,-0.4408,0
app_0334,app_s000174,-0.8628,0.1321,0.0,-0.3793,0
app_0089,app_s000175,1.1426,0.0715,0.0,1.9231,0
app_0275,app_s000176,0.3574,0.0302,0.0,0.2004,0
app_0433,app_s000177,-1.273,0.2891,0.0,-0.4482,0
app_0371,app_s000178,0.8697,0.1785,0.0,-0.4636,0
app_0031,app_s000179,-0.7507,0.0026,1.0,-0.3066,0
app_0219,app_s000180,0.4225,0.5529,0.0,-0.3465,0
app_0157,app_s000181,-1.0181,0.0156,0.0,-0.4441,0
app_0288,app_s000182,-0.7363,0.0531,0.0,2.4117,0
app_0410,app_s000183,-0.0533,0.0822,0.0,-0.4082,0
app_0141,app_s000184,2.2997,0.661,0.0,-0.3662,0
app_0089,app_s000185,0.222,0.0349,0.0,4.1125,0
app_0031,app_s000186,-1.2101,0.4459,0.0,2.1782,0
app_0043,app_s000187,-0.4625,0.0128,0.0,3.9357,0
app_0112,app_s000188,0.9872,0.0156,0.0,-0.4702,0
app_0175,app_s000189,0.4019,0.058,0.0,-0.4485,0
app_0024,app_s000190,-0.0998,0.1869,0.0,-0.2319,0
app_0306,app_s000191,-0.072,0.0448,0.0,-0.2109,0
app_0448,app_s000192,0.889,0.0517,0.0,-0.2931,0
app_0280,app_s000193,-0.4417,0.2518,0.0,4.6216,0
app_0253,app_s000194,0.0041,0.0202,0.0,0.1551,0
app_0182,app_s000195,0.7707,0.6738,1.0,0.3315,0
app_0178,app_s000196,0.2295,0.0376,0.0,-0.4193,0
app_0424,app_s000197,1.2382,0.3953,0.0,0.6868,0
app_0296,app_s000198,0.5913,0.2845,0.0,-0.2609,0
app_0281,app_s000199,-1.2935,0.0002,0.0,-0.1786,0
app_0258,app_s000200,-0.1532,0.0996,0.0,0.0283,0
app_0260,app_s000201,0.5566,0.5061,0.0,-0.3959,0
app_0038,app_s000202,-1.1249,0.0459,0.0,-0.3193,0
app_0383,app_s000203,-0.2275,0.0123,0.0,-0.3024,0
app_0129,app_s000204,0.2705,0.6556,0.0,6.1208,0
app_0059,app_s000205,-0.0516,0.6781,0.0,-0.4168,0
app_0320,app_s000206,-1.1884,0.0491,0.0,0.0908,0
app_0054,app_s000207,0.1771,0.0097,0.0,-0.4007,0
app_0123,app_s000208,-6.2437,0.6615,0.0,1.7205,1
app_0146,app_s000209,-1.3018,0.0917,1.0,0.4625,0
app_0187,app_s000210,0.429,0.4286,0.0,-0.2619,0
app_0013,app_s000211,-1.0252,0.0435,0.0,0.8452,0
app_0166,app_s000212,-1.8441,0.2468,0.0,-0.0172,0
app_0414,app_s000213,-3.794,0.043,0.0,5.786,1
app_0086,app_s000214,-0.8527,0.0009,1.0,-0.4139,0
app_0247,app_s000215,0.1858,0.3618,0.0,-0.1562,0
app_0035,app_s000216,-0.8766,0.1342,0.0,1.2029,0
app_0333,app_s000217,-0.0389,0.4154,0.0,-0.355,0
app_0236,app_s000218,-12.0149,0.5359,1.0,7.1568,1
app_0080,app_s000219,1.0733,0.1984,0.0,-0.3733,0
app_0001,app_s000220,12.5532,0.5605,1.0,5.8816,1
app_0014,app_s000221,0.516,0.0313,0.0,-0.3749,0
app_0235,app_s000222,0.1382,0.7167,1.0,0.0886,0
app_0328,app_s000223,0.1655,0.0169,0.0,-0.2552,0
app_0367,app_s000224,0.019,0.043,0.0,-0.3379,0
app_0242,app_s000225,-1.628,0.4976,0.0,-0.3283,0
app_0049,app_s000226,0.5393,0.0625,0.0,-0.4103,0
app_0080,app_s000227,1.2598,0.0489,0.0,-0.4739,0
app_0142,app_s000228,0.4857,0.1532,0.0,-0.2365,0
app_0118,app_s000229,-1.4772,0.0001,0.0,-0.3375,0
app_0133,app_s000230,0.2259,0.7348,0.0,-0.2797,0
app_0041,app_s000231,-1.0737,0.2954,0.0,-0.4192,0
app_0310,app_s000232,-0.4943,0.4709,1.0,-0.4429,0
app_0246,app_s000233,-0.3667,0.8061,0.0,-0.4729,0
app_0238,app_s000234,-0.3581,0.3801,0.0,0.5451,0
app_0173,app_s000235,1.0643,0.0377,1.0,-0.0687,0
app_0233,app_s000236,1.4035,0.44,0.0,-0.2443,0
app_0237,app_s000237,1.9823,0.0122,0.0,-0.3466,0
app_0170,app_s000238,-0.0378,0.0036,0.0,0.9062,0
app_0320,app_s000239,-0.9432,0.8115,0.0,-0.4496,0
app_0189,app_s000240,1.3625,0.87,0.0,0.3831,0
app_0017,app_s000241,0.6107,0.1178,0.0,-0.3739,0
app_0399,app_s000242,1.31,0.6083,0.0,-0.3292,0
app_0104,app_s000243,-0.282,0.1649,0.0,0.3651,0
app_0020,app_s000244,-0.2435,0.5668,0.0,-0.3176,0
app_0174,app_s000245,-1.0366,0.168,0.0,-0.3057,0
app_0139,app_s000246,-0.0601,0.0483,0.0,-0.3436,0
app_0111,app_s000247,1.5682,0.0292,0.0,1.0961,0
app_0258,app_s000248,0.3519,0.0414,0.0,0.1585,0
app_0066,app_s000249,0.352,0.6603,0.0,0.3325,0
app_0232,app_s000250,-0.7427,0.1494,1.0,-0.3323,0
app_0290,app_s000251,15.3031,0.7124,0.0,8.7194,1
app_0343,app_s000252,0.4906,0.0057,0.0,-0.2923,0
app_0241,app_s000253,0.3396,0.4881,0.0,-0.2509,0
app_0436,app_s000254,2.0323,0.0015,0.0,0.7155,0
app_0416,app_s000255,2.4927,0.1004,0.0,0.2518,0
app_0267,app_s000256,0.0701,0.0241,0.0,-0.2838,0
app_0445,app_s000257,-0.5794,0.0708,0.0,0.1574,0
app_0444,app_s000258,0.3482,0.0515,0.0,0.3358,0
app_0082,app_s000259,0.0463,0.5635,1.0,-0.3939,0
app_0074,app_s000260,-1.2907,0.0973,0.0,-0.4568,0
app_0253,app_s000261,-0.6474,0.3045,0.0,-0.2589,0
app_0213,app_s000262,0.8532,0.0333,0.0,2.0099,0
app_0050,app_s000263,0.0149,0.0263,0.0,-0.4578,0
app_0071,app_s000264,-1.7344,0.0084,0.0,-0.4678,0
app_0214,app_s000265,-1.0472,0.0441,0.0,-0.0487,0
app_0131,app_s000266,-1.0502,0.1052,0.0,0.049,0
app_0364,app_s000267,-1.3223,0.3955,0.0,-0.4417,0
app_0237,app_s000268,-0.741,0.0228,0.0,-0.0283,0
app_0053,app_s000269,0.6682,0.0036,0.0,0.0851,0
app_0122,app_s000270,0.2809,0.0855,0.0,-0.2992,0
app_0395,app_s000271,0.6324,0.033,0.0,7.7743,0
app_0284,app_s000272,-0.4462,0.066,0.0,-0.458,0
app_0361,app_s000273,0.6318,0.0593,0.0,-0.4023,0
app_0320,app_s000274,13.9826,0.158,1.0,3.2171,1
app_0168,app_s000275,-1.7867,0.0124,0.0,-0.2905,0
app_0199,app_s000276,0.9275,0.3708,1.0,0.3774,0
app_0099,app_s000277,0.4599,0.0878,0.0,-0.4226,0
app_0073,app_s000278,-1.2157,0.0001,0.0,-0.3707,0
app_0160,app_s000279,0.7222,0.0685,0.0,-0.431,0
app_0373,app_s000280,-0.3191,0.3347,0.0,-0.4128,0
app_0017,app_s000281,0.4034,0.0773,1.0,0.4446,0
app_0043,app_s000282,0.1833,0.2968,0.0,-0.3238,0
app_0080,app_s000283,0.231,0.0146,1.0,-0.3168,0
app_0029,app_s000284,0.2818,0.505,0.0,-0.2961,0
app_0316,app_s000285,-2.3342,0.0153,0.0,-0.0317,0
app_0368,app_s000286,-0.3484,0.1899,0.0,-0.133,0
app_0150,app_s000287,-1.1838,0.1237,0.0,1.3205,0
app_0026,app_s000288,-1.0264,0.1325,0.0,-0.3594,0
app_0084,app_s000289,0.2964,0.041,0.0,-0.4053,0
app_0293,app_s000290,-0.2621,0.0466,0.0,-0.431,0
app_0195,app_s000291,-1.3681,0.3128,0.0,-0.4556,0
app_0109,app_s000292,2.4463,0.0405,0.0,0.7237,0
app_0185,app_s000293,-1.3204,0.0077,0.0,-0.2035,0
app_0448,app_s000294,-1.1016,0.0456,0.0,-0.4514,0
app_0402,app_s000295,-1.0563,0.4936,0.0,0.5077,0
app_0291,app_s000296,0.1152,0.0051,0.0,0.5566,0
app_0239,app_s000297,-0.0555,0.0289,0.0,-0.36,0
app_0153,app_s000298,-2.0028,0.7512,0.0,0.7047,0
app_0083,app_s000299,-0.2395,0.4314,0.0,-0.4571,0
app_0061,app_s000300,1.7008,0.5831,0.0,0.0896,0
app_0043,app_s000301,-0.3575,0.0204,0.0,-0.112,0
app_0132,app_s000302,-1.0341,0.1188,0.0,0.2942,0
app_0335,app_s000303,0.2532,0.0219,0.0,-0.3427,0
app_0197,app_s000304,-0.838,0.0593,0.0,1.462,0
app_0265,app_s000305,1.5087,0.4205,0.0,-0.4485,0
app_0159,app_s000306,-0.9647,0.5616,0.0,-0.3684,0
app_0018,app_s000307,0.1617,0.5244,0.0,-0.3109,0
app_0056,app_s000308,-0.9626,0.5019,0.0,0.1807,0
app_0191,app_s000309,-9.6257,0.6806,1.0,4.0138,1
app_0016,app_s000310,0.1814,0.1158,0.0,-0.4732,0
app_0320,app_s000311,-0.1603,0.2797,0.0,-0.3713,0
app_0321,app_s000312,1.1077,0.3721,0.0,-0.4115,0
app_0156,app_s000313,0.7546,0.0302,0.0,-0.054,0
app_0185,app_s000314,0.8177,0.0226,0.0,-0.4076,0
app_0402,app_s000315,0.7758,0.0805,0.0,-0.0502,0
app_0306,app_s000316,0.5471,0.2804,0.0,-0.403,0
app_0037,app_s000317,-1.0,0.4659,0.0,-0.3245,0
app_0254,app_s000318,-0.7665,0.0944,0.0,0.7718,0
app_0178,app_s000319,0.3053,0.0352,0.0,-0.3556,0
app_0441,app_s000320,0.0943,0.5451,0.0,-0.1414,0
app_0123,app_s000321,0.3612,0.8228,0.0,-0.0643,0
app_0260,app_s000322,0.3042,0.2695,1.0,-0.0223,0
app_0012,app_s000323,-0.8827,0.2727,0.0,-0.4712,0
app_0403,app_s000324,0.0792,0.0507,0.0,-0.1309,0
app_0406,app_s000325,2.1217,0.0014,0.0,0.6123,0
app_0233,app_s000326,-2.0409,0.2745,0.0,2.762,0
app_0143,app_s000327,-9.4576,0.6052,1.0,3.2389,1
app_0352,app_s000328,-10.2878,0.0474,1.0,4.7355,1
app_0018,app_s000329,0.4188,0.0292,1.0,0.4612,0
app_0291,app_s000330,1.2293,0.0022,0.0,-0.0018,0
app_0402,app_s000331,-1.1212,0.1217,0.0,-0.2807,0
app_0327,app_s000332,-0.6273,0.0645,0.0,-0.4655,0
app_0386,app_s000333,-1.7374,0.6532,0.0,-0.3692,0
app_0173,app_s000334,-0.4776,0.0255,0.0,-0.4442,0
app_0423,app_s000335,0.3937,0.6631,1.0,0.8138,0
app_0047,app_s000336,-0.4637,0.0682,1.0,-0.3062,0
app_0118,app_s000337,-1.5739,0.0151,0.0,-0.334,0
app_0306,app_s000338,-0.1882,0.0136,0.0,-0.2706,0
app_0167,app_s000339,2.0917,0.041,0.0,-0.2613,0
app_0422,app_s000340,-12.7494,0.6901,0.0,1.3989,1
app_0256,app_s000341,1.0451,0.3484,0.0,1.0311,0
app_0172,app_s000342,-0.855,0.0137,0.0,-0.4701,0
app_0407,app_s000343,-0.5603,0.3112,0.0,-0.0719,0
app_0148,app_s000344,0.0889,0.0061,0.0,-0.3525,0
app_0161,app_s000345,0.339,0.1783,0.0,-0.1079,0
app_0415,app_s000346,-1.5547,0.014,0.0,-0.473,0
app_0201,app_s000347,-0.4724,0.0984,0.0,-0.3985,0
app_0344,app_s000348,-0.2833,0.2104,0.0,-0.4323,0
app_0010,app_s000349,0.2503,0.1313,0.0,-0.2863,0
app_0206,app_s000350,1.5471,0.633,1.0,-0.4616,0
app_0266,app_s000351,0.7464,0.0487,0.0,-0.1689,0
app_0431,app_s000352,1.1563,0.0832,0.0,0.0554,0
app_0303,app_s000353,-0.1887,0.0457,0.0,-0.1406,0
app_0045,app_s000354,9.9325,0.7137,1.0,3.702,1
app_0098,app_s000355,0.0193,0.5397,0.0,-0.1279,0
app_0165,app_s000356,-0.2678,0.5399,0.0,-0.3896,0
app_0414,app_s000357,-0.3149,0.1064,0.0,1.6259,0
app_0375,app_s000358,0.5126,0.3627,0.0,-0.2846,0
app_0191,app_s000359,0.0591,0.125,0.0,-0.3451,0
app_0059,app_s000360,-0.9698,0.1708,1.0,-0.1966,0
app_0164,app_s000361,1.0856,0.0239,0.0,0.0709,0
app_0033,app_s000362,-0.2624,0.0877,0.0,0.239,0
app_0291,app_s000363,-1.7388,0.0727,0.0,-0.3079,0
app_0164,app_s000364,-1.1873,0.0854,0.0,0.1973,0
app_0077,app_s000365,-0.0077,0.004,0.0,0.0302,0
app_0086,app_s000366,-1.8528,0.5609,0.0,0.2776,0
app_0202,app_s000367,0.3584,0.0105,0.0,0.1018,0
app_0422,app_s000368,-0.3067,0.0279,0.0,-0.0813,0
app_0305,app_s000369,0.1789,0.0458,0.0,-0.2997,0
app_0152,app_s000370,-1.3445,0.0388,0.0,-0.4187,0
app_0328,app_s000371,0.7609,0.0229,0.0,-0.3405,0
app_0399,app_s000372,1.5016,0.0334,0.0,1.0653,0
app_0225,app_s000373,0.7571,0.2109,0.0,1.931,0
app_0189,app_s000374,-0.0541,0.0206,0.0,0.6403,0
app_0345,app_s000375,0.0976,0.0731,0.0,1.3081,0
app_0287,app_s000376,2.7313,0.3082,0.0,1.7776,0
app_0204,app_s000377,-0.6983,0.2438,0.0,-0.4389,0
app_0111,app_s000378,-3.1437,0.2471,0.0,0.1734,0
app_0145,app_s000379,-0.8354,0.0402,0.0,-0.4226,0
app_0331,app_s000380,-0.4481,0.001,0.0,-0.3901,0
app_0220,app_s000381,0.567,0.0961,1.0,-0.4085,0
app_0320,app_s000382,-0.4461,0.0031,0.0,-0.1388,0
app_0104,app_s000383,-1.0954,0.6149,0.0,-0.4003,0
app_0212,app_s000384,-0.195,0.0854,0.0,-0.404,0
app_0389,app_s000385,0.7162,0.0047,0.0,-0.3726,0
app_0161,app_s000386,0.5753,0.0483,0.0,-0.1184,0
app_0352,app_s000387,-0.8829,0.7488,0.0,-0.2267,0
app_0368,app_s000388,-0.0508,0.0397,1.0,-0.4311,0
app_0266,app_s000389,-0.1561,0.7987,0.0,-0.4079,0
app_0058,app_s000390,-0.0478,0.0117,0.0,-0.319,0
app_0421,app_s000391,-1.2303,0.0314,1.0,-0.0792,0
app_0238,app_s000392,-0.6089,0.0234,0.0,-0.2185,0
app_0399,app_s000393,1.6064,0.029,0.0,-0.2112,0
app_0288,app_s000394,-0.3405,0.0351,0.0,-0.446,0
app_0444,app_s000395,-0.3484,0.0458,0.0,-0.4569,0
app_0445,app_s000396,1.9812,0.1517,0.0,0.4357,0
app_0392,app_s000397,0.8462,0.3744,0.0,-0.2773,0
app_0297,app_s000398,1.977,0.3987,0.0,-0.2782,0
app_0217,app_s000399,1.8809,0.0193,1.0,-0.3962,0
app_0283,app_s000400,-0.6504,0.7872,0.0,-0.4682,0
app_0395,app_s000401,-1.6145,0.0956,0.0,-0.2156,0
app_0028,app_s000402,-1.1392,0.0198,0.0,-0.4034,0
app_0258,app_s000403,-0.2012,0.1192,0.0,-0.3929,0
app_0135,app_s000404,0.5953,0.0708,0.0,-0.4188,0
app_0091,app_s000405,0.0957,0.7212,0.0,-0.3658,0
app_0431,app_s000406,0.523,0.1692,0.0,-0.3373,0
app_0294,app_s000407,0.2261,0.3938,0.0,-0.4341,0
app_0339,app_s000408,-0.0903,0.1043,0.0,-0.4709,0
app_0240,app_s000409,2.1062,0.0092,0.0,-0.2978,0
app_0382,app_s000410,-11.056,0.6959,0.0,5.9888,1
app_0098,app_s000411,0.1871,0.0233,0.0,0.3406,0
app_0401,app_s000412,1.7314,0.4015,0.0,0.0363,0
app_0251,app_s000413,-0.5216,0.1411,0.0,0.7753,0
app_0174,app_s000414,0.8442,0.0226,0.0,0.4144,0
app_0179,app_s000415,-2.125,0.2743,1.0,-0.3723,0
app_0036,app_s000416,-0.4095,0.4751,0.0,0.2718,0
app_0052,app_s000417,-0.6202,0.008,0.0,-0.0344,0
app_0303,app_s000418,1.9005,0.0033,0.0,-0.3733,0
app_0157,app_s000419,-0.0658,0.2606,0.0,0.0937,0
app_0183,app_s000420,-0.258,0.026,0.0,-0.4581,0
app_0055,app_s000421,-0.8153,0.0524,0.0,1.3443,0
